Source_Category,Source_Node,Target_Category,Target_Node,Topological_Score,Cooccurrence_Score,Bridge_Bonus,Predicted_Link_Strength
Mechanism,energy-flow-dissipation,Material,iontronic-devices,1,-0.429,0.0,2.0
Mechanism,collective-swarm-computation,Application,active-matter-research--control,1,0.0,0.0,2.0
Mechanism,collective-swarm-computation,Application,microrobotics,1,-0.107,0.0,2.0
Method,dna-synthesis-functionalization,Material,chemical-oscillators,1,-0.2,0.0,2.0
Mechanism,driven-by-thermodynamic-statistical-principles,Application,nanotechnology--micro-assembly,1,-0.139,0.0,2.0
Mechanism,reservoir-computing,Application,bioengineering--biomedical-devices,1,0.0,0.0,2.0
Mechanism,reservoir-computing,Application,lab-on-a-chip--microfluidics-applications,1,0.0,0.0,2.0
Mechanism,physical-embodied-computation,Application,materials-discovery--design,1,0.0,0.0,2.0
Mechanism,collective-swarm-computation,Phenomenon,ness-states,1,-0.487,0.0,2.0
Mechanism,collective-swarm-computation,Phenomenon,associative-memory--pattern-completion,1,-0.826,0.0,2.0
Mechanism,collective-swarm-computation,Phenomenon,reservoir-computing-dynamics,1,-0.539,0.0,2.0
Mechanism,collective-swarm-computation,Phenomenon,statistical-inference-computations,1,-0.539,0.0,2.0
Mechanism,collective-swarm-computation,Phenomenon,algorithmically-generated-patterns,1,-0.539,0.0,2.0
Mechanism,collective-swarm-computation,Phenomenon,flocking--schooling--swarming,1,-0.445,0.0,2.0
Mechanism,collective-swarm-computation,Phenomenon,morphogenesis--regeneration--homeostasis,1,-0.25,0.0,2.0
Mechanism,collective-swarm-computation,Phenomenon,criticality--phase-transitions,1,-0.591,0.0,2.0
Mechanism,bayesian-inference-probabilistic-computation,Phenomenon,information-thermodynamics-effects,1,0.0,0.0,2.0
Mechanism,bayesian-inference-probabilistic-computation,Phenomenon,ness-states,1,0.0,0.0,2.0
Mechanism,bayesian-inference-probabilistic-computation,Phenomenon,self-assembly-and-pattern-formation,1,0.0,0.0,2.0
Mechanism,bayesian-inference-probabilistic-computation,Phenomenon,collective-motion--phase-behavior,1,0.0,0.0,2.0
Mechanism,bayesian-inference-probabilistic-computation,Phenomenon,criticality--phase-transitions,1,0.0,0.0,2.0
Mechanism,bayesian-inference-probabilistic-computation,Phenomenon,learning--adaptive-behavior,1,0.0,0.0,2.0
Mechanism,reservoir-computing,Phenomenon,short-term-memory,1,-0.707,0.0,2.0
Mechanism,reservoir-computing,Phenomenon,synaptic-plasticity-emulation,1,-0.397,0.0,2.0
Mechanism,physical-embodied-computation,Phenomenon,acoustic-response,1,-0.696,0.0,2.0
Mechanism,energy-flow-dissipation,Material,memristors,1,-0.572,0.0,2.0
Mechanism,physical-embodied-computation,Phenomenon,reservoir-computing-dynamics,1,-0.696,0.0,2.0
Mechanism,physical-embodied-computation,Phenomenon,self-assembly-and-pattern-formation,1,-0.696,0.0,2.0
Mechanism,physical-embodied-computation,Phenomenon,short-term-memory,1,-0.696,0.0,2.0
Mechanism,physical-embodied-computation,Phenomenon,learning--adaptive-behavior,1,-0.359,0.0,2.0
Mechanism,electrical-response,Phenomenon,bioelectricity,1,-0.424,0.0,2.0
Mechanism,electrical-response,Phenomenon,photosynthesis,1,-0.422,0.0,2.0
Mechanism,neuromorphic-computation,Phenomenon,algorithmically-generated-patterns,1,-0.664,0.0,2.0
Mechanism,neuromorphic-computation,Phenomenon,scale-free-dynamics--criticality,1,0.0,0.0,2.0
Mechanism,neuromorphic-computation,Phenomenon,memory-storage--retrieval,1,-0.63,0.0,2.0
Mechanism,reservoir-computing,Phenomenon,self-assembly-and-pattern-formation,1,-0.707,0.0,2.0
Phenomenon,dissipation-accuracy-tradeoff,Method,thermal-analysis-dsc,1,-0.5,0.0,2.0
Phenomenon,dissipation-accuracy-tradeoff,Method,discrete-element-method-dem,1,-0.316,0.0,2.0
Phenomenon,thermodynamic-uncertainty-relations-results,Method,thermal-analysis-dsc,1,-0.316,0.0,2.0
Phenomenon,thermodynamic-uncertainty-relations-results,Method,discrete-element-method-dem,1,-0.2,0.0,2.0
Mechanism,developmental-plasticity,Application,tissue-engineering,1,0.0,0.0,2.0
Mechanism,immune-system-adaptation,Application,materials-discovery--design,1,0.0,0.0,2.0
Mechanism,immune-system-adaptation,Application,bioelectronics,1,-0.2,0.0,2.0
Phenomenon,information-thermodynamics-effects,Method,thermal-analysis-dsc,1,-0.5,0.0,2.0
Phenomenon,information-thermodynamics-effects,Method,discrete-element-method-dem,1,-0.316,0.0,2.0
Mechanism,synaptic-plasticity,Application,neuromorphic-computing--hardware,1,0.0,0.0,2.0
Mechanism,cellular-tissue-plasticity,Application,bioengineering--biomedical-devices,1,0.0,0.0,2.0
Mechanism,cellular-tissue-plasticity,Application,bioelectronics,1,-0.2,0.0,2.0
Mechanism,algorithmic-adaptation-learning,Application,materials-discovery--design,1,0.0,0.0,2.0
Mechanism,electrical-response,Phenomenon,dissipation-accuracy-tradeoff,1,-0.112,0.0,2.0
Mechanism,electrical-response,Phenomenon,statistical-inference-computations,1,-0.424,0.0,2.0
Mechanism,electrical-response,Phenomenon,defect-pattern-formation,1,-0.201,0.0,2.0
Mechanism,energy-flow-dissipation,Material,liquid-crystal-elastomers-lces,1,-0.123,0.0,2.0
Mechanism,electrical-response,Phenomenon,immunological-memory,1,-0.424,0.0,2.0
Mechanism,chemical-actuation,Phenomenon,stimuli-responsive-property-switching,1,-0.018,0.0,2.0
Mechanism,chemical-actuation,Phenomenon,controlled-locomotion--navigation,1,-0.233,0.0,2.0
Mechanism,electrical-response,Phenomenon,information-thermodynamics-effects,1,-0.112,0.0,2.0
Mechanism,electrical-ionic-transduction,Phenomenon,immunological-memory,1,-0.539,0.0,2.0
Mechanism,electrical-ionic-transduction,Phenomenon,photosynthesis,1,-0.302,0.0,2.0
Mechanism,indirect-relayed-sensing,Phenomenon,associative-memory--pattern-completion,1,-0.422,0.0,2.0
Mechanism,indirect-relayed-sensing,Phenomenon,algorithmically-generated-patterns,1,-0.447,0.0,2.0
Mechanism,indirect-relayed-sensing,Phenomenon,morphogenesis--regeneration--homeostasis,1,-0.726,0.0,2.0
Mechanism,mechanical-actuation,Phenomenon,shape-memory-effect,1,-0.068,0.0,2.0
Mechanism,chemical-transduction,Phenomenon,bio-inspired-actuation,1,-0.25,0.0,2.0
Mechanism,electrical-ionic-transduction,Phenomenon,defect-pattern-formation,1,-0.052,0.0,2.0
Mechanism,energy-flow-dissipation,Material,nanowires,1,-0.667,0.0,2.0
Phenomenon,acoustic-response,Method,capillarity-assisted-particle-assembly,1,-0.2,0.0,2.0
Phenomenon,acoustic-response,Method,langevin-dynamics,1,-0.2,0.0,2.0
Phenomenon,acoustic-response,Method,dissipative-particle-dynamics-dpd,1,-0.2,0.0,2.0
Phenomenon,acoustic-response,Method,topology-optimization,1,-0.31,0.0,2.0
Phenomenon,chemotaxis--taxis-behaviors,Method,biological-assays,1,0.0,0.0,2.0
Phenomenon,chemotaxis--taxis-behaviors,Method,surface-functionalization,1,0.0,0.0,2.0
Phenomenon,acoustic-response,Method,3d-printing-additive-manufacturing,1,-0.31,0.0,2.0
Phenomenon,acoustic-response,Method,evaporation-driven-assembly,1,-0.2,0.0,2.0
Phenomenon,chemotaxis--taxis-behaviors,Method,spectroscopic-techniques,1,0.0,0.0,2.0
Phenomenon,chemotaxis--taxis-behaviors,Method,neuroimaging,1,0.0,0.0,2.0
Phenomenon,chemotaxis--taxis-behaviors,Method,finite-element-method-femfea,1,-0.25,0.0,2.0
Phenomenon,ness-states,Method,discrete-element-method-dem,1,-0.31,0.0,2.0
Phenomenon,photodetection-qe,Method,thin-film-deposition-pvd-cvd-etc,1,0.0,0.0,2.0
Phenomenon,photodetection-qe,Method,quantum-simulation,1,-0.316,0.0,2.0
Method,langevin-dynamics,Material,fe3o4-nanoparticles,1,-0.31,0.0,2.0
Method,langevin-dynamics,Material,catalytic-particles,1,-0.31,0.0,2.0
Method,langevin-dynamics,Material,aqueous-electrolytes,1,-0.2,0.0,2.0
Method,molecular-dynamics-md,Material,conductive-filler-composites,1,-0.2,0.0,2.0
Method,molecular-dynamics-md,Material,phase-change-composites,1,-0.316,0.0,2.0
Method,molecular-dynamics-md,Material,btf-interface,1,-0.316,0.0,2.0
Method,molecular-dynamics-md,Material,mechanical-metamaterials,1,-0.566,0.0,2.0
Method,molecular-dynamics-md,Material,silicon-si-and-porous-silicon-psi,1,-0.31,0.0,2.0
Method,molecular-dynamics-md,Material,fe3o4-nanoparticles,1,-0.31,0.0,2.0
Method,molecular-dynamics-md,Material,nanowires,1,-0.539,0.0,2.0
Method,monte-carlo-mc,Material,block-copolymers,1,-0.707,0.0,2.0
Mechanism,energy-flow-dissipation,Material,graphene--2d-materials,1,-0.455,0.0,2.0
Mechanism,mechanical-transduction,Phenomenon,acoustic-response,1,-0.664,0.0,2.0
Mechanism,energy-flow-dissipation,Phenomenon,self-assembly-and-pattern-formation,1,-0.539,0.0,2.0
Mechanism,energy-flow-dissipation,Phenomenon,collective-motion--phase-behavior,1,-0.207,0.0,2.0
Mechanism,energy-flow-dissipation,Material,oxides,1,0.0,0.0,2.0
Mechanism,thermal-transduction,Material,shape-memory-polymers-smps,1,-0.227,0.0,2.0
Phenomenon,controlled-locomotion--navigation,Method,mechanical-testing,1,-0.066,0.0,2.0
Phenomenon,controlled-locomotion--navigation,Method,spectroscopy,1,-0.27,0.0,2.0
Mechanism,mechanical-transduction,Material,liquid-crystal-elastomers-lces,1,-0.91,0.0,2.0
Mechanism,mechanical-transduction,Material,lce-metamaterial-composites,1,0.0,0.0,2.0
Phenomenon,controlled-locomotion--navigation,Method,polymer-synthesis-processing,1,-0.424,0.0,2.0
Phenomenon,controlled-locomotion--navigation,Method,particle-cell-tracking-analysis,1,-0.233,0.0,2.0
Phenomenon,controlled-locomotion--navigation,Method,finite-element-method-femfea,1,-0.112,0.0,2.0
Phenomenon,autonomous-self-propulsion,Method,langevin-dynamics,1,-0.566,0.0,2.0
Phenomenon,stimuli-responsive-property-switching,Method,surface-functionalization,1,0.0,0.0,2.0
Phenomenon,stimuli-responsive-property-switching,Method,spectroscopic-techniques,1,0.0,0.0,2.0
Method,discrete-element-method-dem,Material,living-cells-and-tissues,1,-0.539,0.0,2.0
Method,discrete-element-method-dem,Material,metals,1,-0.447,0.0,2.0
Method,discrete-element-method-dem,Material,emulsion-droplets,1,-0.31,0.0,2.0
Method,discrete-element-method-dem,Material,chemical-oscillators,1,-0.2,0.0,2.0
Method,discrete-element-method-dem,Material,chemical-fuel,1,-0.2,0.0,2.0
Method,agent-based-modeling-abm,Material,living-cells-and-tissues,1,-0.369,0.0,2.0
Method,agent-based-modeling-abm,Material,dna,1,-0.381,0.0,2.0
Method,continuum-modeling,Material,quantum-dots,1,-0.548,0.0,2.0
Method,dissipative-particle-dynamics-dpd,Material,catalytic-particles,1,-0.31,0.0,2.0
Method,dissipative-particle-dynamics-dpd,Material,quantum-dots,1,-0.2,0.0,2.0
Method,dissipative-particle-dynamics-dpd,Material,organic-solvents,1,-0.2,0.0,2.0
Method,dissipative-particle-dynamics-dpd,Material,active-matter-fluids,1,-0.447,0.0,2.0
Method,dissipative-particle-dynamics-dpd,Material,granular-media,1,-0.2,0.0,2.0
Method,dissipative-particle-dynamics-dpd,Material,wave-propagation-media,1,-0.2,0.0,2.0
Method,discrete-element-method-dem,Material,ion-exchange-polymer-nafion,1,-0.2,0.0,2.0
Method,langevin-dynamics,Material,wave-propagation-media,1,-0.2,0.0,2.0
Method,dissipative-particle-dynamics-dpd,Material,ion-exchange-polymer-nafion,1,-0.2,0.0,2.0
Method,dissipative-particle-dynamics-dpd,Material,mechanical-metamaterials,1,-0.566,0.0,2.0
Method,dissipative-particle-dynamics-dpd,Material,self-assembling-peptides,1,-0.417,0.0,2.0
Method,dissipative-particle-dynamics-dpd,Material,dna,1,-0.139,0.0,2.0
Method,dissipative-particle-dynamics-dpd,Material,fe3o4-nanoparticles,1,-0.31,0.0,2.0
Method,dissipative-particle-dynamics-dpd,Material,other-nanoparticles,1,-0.424,0.0,2.0
Method,langevin-dynamics,Material,ion-exchange-polymer-nafion,1,-0.2,0.0,2.0
Method,langevin-dynamics,Material,mechanical-metamaterials,1,-0.566,0.0,2.0
Method,langevin-dynamics,Material,lipid-bilayers,1,-0.31,0.0,2.0
Method,langevin-dynamics,Material,molecular-force-fields,1,-0.2,0.0,2.0
Phenomenon,classification--regression-performance,Method,finite-element-method-femfea,1,-0.66,0.0,2.0
Phenomenon,classification--regression-performance,Method,network-modeling,1,-0.647,0.0,2.0
Phenomenon,classification--regression-performance,Method,topology-optimization,1,-0.287,0.0,2.0
Phenomenon,associative-memory--pattern-completion,Method,neuroimaging,1,0.0,0.0,2.0
Phenomenon,associative-memory--pattern-completion,Method,network-topology-analysis,1,-0.424,0.0,2.0
Mechanism,mechanical-transduction,Material,phase-change-composites,1,0.0,0.0,2.0
Phenomenon,classification--regression-performance,Method,mechanical-testing,1,-0.097,0.0,2.0
Phenomenon,classification--regression-performance,Method,3d-printing-additive-manufacturing,1,-0.287,0.0,2.0
Phenomenon,classification--regression-performance,Method,polymer-synthesis-processing,1,-0.417,0.0,2.0
Phenomenon,classification--regression-performance,Method,neuroimaging,1,0.0,0.0,2.0
Phenomenon,manipulation-grasping-transport-release,Method,mechanical-testing,1,0.0,0.0,2.0
Phenomenon,manipulation-grasping-transport-release,Method,spectroscopy,1,-0.107,0.0,2.0
Mechanism,mechanical-transduction,Material,shape-memory-polymers-smps,1,-0.403,0.0,2.0
Phenomenon,manipulation-grasping-transport-release,Method,polymer-synthesis-processing,1,-0.316,0.0,2.0
Phenomenon,manipulation-grasping-transport-release,Method,particle-cell-tracking-analysis,1,-0.112,0.0,2.0
Phenomenon,manipulation-grasping-transport-release,Method,finite-element-method-femfea,1,-0.5,0.0,2.0
Phenomenon,self-assembly-and-pattern-formation,Method,time-series-analysis,1,0.0,0.0,2.0
Mechanism,mechanical-transduction,Material,pnipam-networks-in-ionic-liquid,1,0.0,0.0,2.0
Phenomenon,statistical-inference-computations,Method,artificial-neural-networks,1,0.0,0.0,2.0
Phenomenon,statistical-inference-computations,Method,information-theory-metrics,1,-0.2,0.0,2.0
Phenomenon,self-assembly-and-pattern-formation,Method,polymer-synthesis-processing,1,-0.2,0.0,2.0
Phenomenon,self-assembly-and-pattern-formation,Method,langevin-dynamics,1,-0.2,0.0,2.0
Phenomenon,self-assembly-and-pattern-formation,Method,numerical-ode-pde-solvers,1,-0.2,0.0,2.0
Phenomenon,reservoir-computing-dynamics,Method,numerical-ode-pde-solvers,1,-0.2,0.0,2.0
Phenomenon,reservoir-computing-dynamics,Method,artificial-neural-networks,1,0.0,0.0,2.0
Phenomenon,active-inference,Method,information-theory-metrics,1,-0.2,0.0,2.0
Phenomenon,statistical-inference-computations,Method,neuroimaging,1,0.0,0.0,2.0
Phenomenon,statistical-inference-computations,Method,langevin-dynamics,1,-0.2,0.0,2.0
Phenomenon,statistical-inference-computations,Method,network-modeling,1,-0.31,0.0,2.0
Phenomenon,associative-memory--pattern-completion,Method,artificial-neural-networks,1,0.0,0.0,2.0
Phenomenon,logical-operation-execution,Method,3d-printing-additive-manufacturing,1,-0.31,0.0,2.0
Phenomenon,logical-operation-execution,Method,polymer-synthesis-processing,1,-0.2,0.0,2.0
Phenomenon,logical-operation-execution,Method,finite-element-method-femfea,1,-0.316,0.0,2.0
Phenomenon,logical-operation-execution,Method,topology-optimization,1,-0.31,0.0,2.0
Method,artificial-neural-networks,Material,silicon-si-and-porous-silicon-psi,1,0.0,0.0,2.0
Method,artificial-neural-networks,Material,fe3o4-nanoparticles,1,0.0,0.0,2.0
Method,artificial-neural-networks,Material,memristors,1,0.0,0.0,2.0
Method,artificial-neural-networks,Material,iontronic-devices,1,0.0,0.0,2.0
Method,chemical-pathway-network-modeling,Material,ion-exchange-polymer-nafion,1,-0.31,0.0,2.0
Method,chemical-pathway-network-modeling,Material,block-copolymers,1,-0.49,0.0,2.0
Method,chemical-pathway-network-modeling,Material,microcapsule-composites,1,-0.052,0.0,2.0
Method,finite-element-method-femfea,Material,active-matter-fluids,1,0.0,0.0,2.0
Method,numerical-ode-pde-solvers,Material,chemical-oscillators,1,-0.2,0.0,2.0
Method,numerical-ode-pde-solvers,Material,wave-propagation-media,1,-0.2,0.0,2.0
Method,network-modeling,Material,conductive-filler-composites,1,-0.31,0.0,2.0
Method,network-modeling,Material,silicon-si-and-porous-silicon-psi,1,-0.48,0.0,2.0
Method,network-modeling,Material,memristors,1,-0.657,0.0,2.0
Method,network-topology-analysis,Material,nanowires,1,-0.539,0.0,2.0
Method,artificial-neural-networks,Material,conductive-filler-composites,1,0.0,0.0,2.0
Method,finite-element-method-femfea,Material,btf-interface,1,-0.5,0.0,2.0
Method,finite-element-method-femfea,Material,metals,1,-0.707,0.0,2.0
Method,finite-element-method-femfea,Material,fe3o4-nanoparticles,1,-0.49,0.0,2.0
Method,finite-element-method-femfea,Material,other-nanoparticles,1,-0.671,0.0,2.0
Method,finite-element-method-femfea,Material,nematic-lcs,1,-0.316,0.0,2.0
Method,finite-element-method-femfea,Material,liquid-crystal-elastomers-lces,1,-0.433,0.0,2.0
Method,finite-element-method-femfea,Material,ferrofluids,1,-0.112,0.0,2.0
Method,continuum-modeling,Material,granular-media,1,-0.548,0.0,2.0
Method,continuum-modeling,Material,wave-propagation-media,1,0.0,0.0,2.0
Method,finite-element-method-femfea,Material,pnipam-networks-in-ionic-liquid,1,-0.5,0.0,2.0
Method,finite-element-method-femfea,Material,shape-memory-polymers-smps,1,-0.853,0.0,2.0
Method,finite-element-method-femfea,Material,ion-exchange-polymer-nafion,1,-0.316,0.0,2.0
Method,finite-element-method-femfea,Material,microcapsule-composites,1,-0.853,0.0,2.0
Phenomenon,dynamic-chemicalcellular-patterns,Method,modeling-cell--tissue,1,-0.112,0.0,2.0
Phenomenon,algorithmically-generated-patterns,Method,dna-directed-assembly,1,-0.31,0.0,2.0
Phenomenon,algorithmically-generated-patterns,Method,network-modeling,1,-0.31,0.0,2.0
Phenomenon,algorithmically-generated-patterns,Method,network-topology-analysis,1,-0.2,0.0,2.0
Phenomenon,collective-motion--phase-behavior,Method,neuroimaging,1,0.0,0.0,2.0
Phenomenon,defect-pattern-formation,Method,biological-assays,1,0.0,0.0,2.0
Phenomenon,dynamic-chemicalcellular-patterns,Method,biological-construction,1,-0.224,0.0,2.0
Phenomenon,dynamic-chemicalcellular-patterns,Method,neuroimaging,1,0.0,0.0,2.0
Mechanism,chemical-actuation,Method,composite-fabrication,1,-0.018,0.0,2.0
Phenomenon,dynamic-chemicalcellular-patterns,Method,biological-assays,1,0.0,0.0,2.0
Phenomenon,surface-topography-patterning,Method,langevin-dynamics,1,-0.2,0.0,2.0
Phenomenon,defect-pattern-formation,Method,neuroimaging,1,0.0,0.0,2.0
Phenomenon,defect-pattern-formation,Method,langevin-dynamics,1,-0.31,0.0,2.0
Phenomenon,discrete-nanostructure-formation,Method,surface-functionalization,1,0.0,0.0,2.0
Phenomenon,periodic-pattern-formation,Method,langevin-dynamics,1,-0.424,0.0,2.0
Phenomenon,periodic-pattern-formation,Method,continuum-modeling,1,-0.194,0.0,2.0
Phenomenon,periodic-pattern-formation,Method,numerical-ode-pde-solvers,1,-0.424,0.0,2.0
Mechanism,neuromorphic-computation,Method,reinforcement-learning,1,-0.664,0.0,2.0
Mechanism,neuromorphic-computation,Method,network-topology-analysis,1,-0.399,0.0,2.0
Mechanism,electrical-response,Method,biological-assays,1,0.0,0.0,2.0
Mechanism,electrical-response,Method,neuroimaging,1,0.0,0.0,2.0
Method,feedback-control-loops,Material,living-cells-and-tissues,1,-0.213,0.0,2.0
Method,surface-functionalization,Material,conductive-polymers,1,0.0,0.0,2.0
Method,surface-functionalization,Material,ion-exchange-polymer-nafion,1,0.0,0.0,2.0
Method,surface-functionalization,Material,colloidal-particles,1,0.0,0.0,2.0
Method,modeling-cell--tissue,Material,microtubules,1,-0.316,0.0,2.0
Mechanism,physical-embodied-computation,Method,numerical-ode-pde-solvers,1,-0.139,0.0,2.0
Method,thermal-analysis-dsc,Application,energy-harvesting,1,0.0,0.0,2.0
Method,topology-optimization,Material,elastomers-general,1,-0.052,0.0,2.0
Method,topology-optimization,Material,microcapsule-composites,1,-0.052,0.0,2.0
Method,topology-optimization,Material,phase-change-composites,1,-0.49,0.0,2.0
Method,topology-optimization,Material,other-nanoparticles,1,-0.201,0.0,2.0
Method,topology-optimization,Material,nematic-lcs,1,-0.31,0.0,2.0
Method,topology-optimization,Material,liquid-crystal-elastomers-lces,1,-0.495,0.0,2.0
Method,chemical-pathway-network-modeling,Material,nematic-lcs,1,-0.31,0.0,2.0
Method,quantum-simulation,Material,microtubules,1,-0.316,0.0,2.0
Method,statistical-analysis,Material,lipid-bilayers,1,-0.48,0.0,2.0
Method,statistical-analysis,Material,molecular-force-fields,1,-0.31,0.0,2.0
Method,statistical-analysis,Material,granular-media,1,-0.31,0.0,2.0
Method,time-series-analysis,Material,chemical-oscillators,1,0.0,0.0,2.0
Method,time-series-analysis,Material,wave-propagation-media,1,0.0,0.0,2.0
Phenomenon,criticality--phase-transitions,Method,langevin-dynamics,1,-0.674,0.0,2.0
Phenomenon,criticality--phase-transitions,Method,time-series-analysis,1,0.0,0.0,2.0
Phenomenon,scale-free-dynamics--criticality,Method,neuroimaging,1,0.0,0.0,2.0
Phenomenon,collective-decision-making,Method,neuroimaging,1,0.0,0.0,2.0
Phenomenon,active-turbulence,Method,evaporation-driven-assembly,1,-0.316,0.0,2.0
Phenomenon,active-turbulence,Method,capillarity-assisted-particle-assembly,1,-0.316,0.0,2.0
Phenomenon,active-turbulence,Method,dissipative-particle-dynamics-dpd,1,-0.316,0.0,2.0
Phenomenon,collective-rotation--milling,Method,langevin-dynamics,1,-0.316,0.0,2.0
Phenomenon,clustering--aggregation--phase-separation,Method,langevin-dynamics,1,-0.566,0.0,2.0
Phenomenon,collective-motion--phase-behavior,Method,network-modeling,1,-0.055,0.0,2.0
Phenomenon,collective-motion--phase-behavior,Method,statistical-analysis,1,-0.42,0.0,2.0
Phenomenon,clustering--aggregation--phase-separation,Method,self-assembly-methods,1,-0.117,0.0,2.0
Phenomenon,bioelectricity,Method,biological-assays,1,0.0,0.0,2.0
Phenomenon,velocity-fields,Method,evaporation-driven-assembly,1,-0.2,0.0,2.0
Phenomenon,velocity-fields,Method,capillarity-assisted-particle-assembly,1,-0.2,0.0,2.0
Phenomenon,enhanced-physical-properties,Method,thin-film-deposition-pvd-cvd-etc,1,0.0,0.0,2.0
Phenomenon,bioelectricity,Method,neuroimaging,1,0.0,0.0,2.0
Phenomenon,habituation--sensory-adaptation,Method,time-series-analysis,1,0.0,0.0,2.0
Phenomenon,learning--adaptive-behavior,Method,information-theory-metrics,1,-0.31,0.0,2.0
Phenomenon,immunological-memory,Method,neuroimaging,1,0.0,0.0,2.0
Phenomenon,immunological-memory,Method,biological-assays,1,0.0,0.0,2.0
Phenomenon,memory-storage--retrieval,Method,time-series-analysis,1,0.0,0.0,2.0
Phenomenon,short-term-memory,Method,numerical-ode-pde-solvers,1,-0.2,0.0,2.0
Phenomenon,synaptic-plasticity-emulation,Method,time-series-analysis,1,0.0,0.0,2.0
Method,external-field-control,Application,energy-harvesting,1,0.0,0.0,2.0
Method,external-field-control,Application,neural-interfaces,1,0.0,0.0,2.0
Method,thermal-stimuli-control,Application,energy-harvesting,1,0.0,0.0,2.0
Method,chemical-stimuli-control,Application,drug-delivery,1,-0.112,0.0,2.0
Method,mechanical-input-control,Application,unconventional--physical-computing,1,-0.316,0.0,2.0
Method,spectroscopy,Application,active-matter-research--control,1,0.0,0.0,2.0
Method,spectroscopy,Application,reconfigurable-systems--modular-robotics,1,-0.539,0.0,2.0
Mechanism,reservoir-computing,Method,ml-classificationregression-svm-mlp-k-means-som,1,-0.583,0.0,2.0
Method,spectroscopy,Application,energy-harvesting,1,0.0,0.0,2.0
Method,spectroscopy,Application,quantum-technologies,1,0.0,0.0,2.0
Method,mechanical-testing,Application,reconfigurable-systems--modular-robotics,1,-0.417,0.0,2.0
Method,mechanical-testing,Application,energy-harvesting,1,0.0,0.0,2.0
Method,mechanical-testing,Application,unconventional--physical-computing,1,-0.417,0.0,2.0
Method,mechanical-input-control,Application,self-healing-materials-applications,1,-0.316,0.0,2.0
Method,mechanical-input-control,Application,energy-harvesting,1,0.0,0.0,2.0
Method,electrical-measurements,Application,energy-harvesting,1,0.0,0.0,2.0
Method,mechanical-testing,Application,active-matter-research--control,1,0.0,0.0,2.0
Method,mechanical-testing,Application,self-healing-materials-applications,1,-0.417,0.0,2.0
Mechanism,reservoir-computing,Method,time-series-analysis,1,0.0,0.0,2.0
Mechanism,reservoir-computing,Method,numerical-ode-pde-solvers,1,-0.141,0.0,2.0
Mechanism,collective-swarm-computation,Method,langevin-dynamics,1,0.0,0.0,2.0
Mechanism,collective-swarm-computation,Method,particle-cell-tracking-analysis,1,-0.27,0.0,2.0
Method,3d-printing-additive-manufacturing,Application,tissue-engineering,1,0.0,0.0,2.0
Method,polymer-synthesis-processing,Application,active-matter-research--control,1,0.0,0.0,2.0
Method,soft-lithography,Application,lab-on-a-chip--microfluidics-applications,1,0.0,0.0,2.0
Method,soft-lithography,Application,tissue-engineering,1,0.0,0.0,2.0
Method,3d-printing-additive-manufacturing,Application,active-matter-research--control,1,0.0,0.0,2.0
Method,3d-printing-additive-manufacturing,Application,reconfigurable-systems--modular-robotics,1,-0.31,0.0,2.0
Method,micro-nano-fabrication,Application,unconventional--physical-computing,1,-0.31,0.0,2.0
Method,thin-film-deposition-pvd-cvd-etc,Application,flexible-electronics,1,0.0,0.0,2.0
Method,thin-film-deposition-pvd-cvd-etc,Application,bioelectronics,1,0.0,0.0,2.0
Mechanism,collective-swarm-computation,Method,self-assembly-methods,1,-0.318,0.0,2.0
Mechanism,collective-swarm-computation,Method,polymer-synthesis-processing,1,-0.539,0.0,2.0
Method,spectroscopic-techniques,Application,structural-health-monitoring,1,0.0,0.0,2.0
Method,external-field-control,Application,active-matter-research--control,1,0.0,0.0,2.0
Method,external-field-control,Application,reconfigurable-systems--modular-robotics,1,-0.417,0.0,2.0
Phenomenon,reaction-diffusion-systems,Method,surface-functionalization,1,0.0,0.0,2.0
Phenomenon,information-thermodynamics-effects,Material,living-cells-and-tissues,1,-0.533,0.0,2.0
Phenomenon,information-thermodynamics-effects,Material,lipid-bilayers,1,-0.49,0.0,2.0
Phenomenon,information-thermodynamics-effects,Material,metals,1,0.0,0.0,2.0
Phenomenon,information-thermodynamics-effects,Material,chemical-oscillators,1,-0.316,0.0,2.0
Phenomenon,information-thermodynamics-effects,Material,chemical-fuel,1,-0.316,0.0,2.0
Phenomenon,photosynthesis,Method,biological-assays,1,0.0,0.0,2.0
Mechanism,bayesian-inference-probabilistic-computation,Method,statistical-analysis,1,0.0,0.0,2.0
Phenomenon,reaction-diffusion-systems,Method,spectroscopic-techniques,1,0.0,0.0,2.0
Phenomenon,reaction-diffusion-systems,Method,microfluidics,1,-0.213,0.0,2.0
Phenomenon,reaction-diffusion-systems,Method,time-series-analysis,1,0.0,0.0,2.0
Phenomenon,photosynthesis,Method,neuroimaging,1,0.0,0.0,2.0
Phenomenon,velocity-fields,Method,langevin-dynamics,1,-0.2,0.0,2.0
Phenomenon,velocity-fields,Method,dissipative-particle-dynamics-dpd,1,-0.2,0.0,2.0
Phenomenon,chemotaxis--taxis-behaviors,Material,shape-memory-polymers-smps,1,-0.107,0.0,2.0
Phenomenon,chemotaxis--taxis-behaviors,Material,btf-interface,1,-0.25,0.0,2.0
Phenomenon,chemotaxis--taxis-behaviors,Material,lce-metamaterial-composites,1,0.0,0.0,2.0
